N	Adj	Num	Det
dogs	old	eight	these
dogs	old	five	those
dogs	old	eight	these
dogs	old	five	these
dogs	old	eight	those
dogs	old	three	these
dogs	old	eight	those
dogs	old	nine	these
dogs	old	seven	those
dogs	old	eight	those
dogs	old	six	these
dogs	old	three	these
dogs	old	eight	these
dogs	old	seven	these
dogs	old	four	those
dogs	old	nine	these
dogs	old	nine	those
dogs	old	nine	those
dogs	old	seven	these
dogs	old	two	these
dogs	old	eight	these
dogs	old	seven	those
dogs	old	seven	those
dogs	old	five	those
dogs	old	seven	these
dogs	old	nine	those
dogs	old	seven	those
dogs	old	eight	these
dogs	old	four	those
dogs	old	six	these
dogs	old	five	those
dogs	old	five	those
dogs	old	three	those
dogs	old	eight	those
dogs	old	seven	those
dogs	old	seven	those
dogs	old	four	those
dogs	old	three	these
dogs	old	nine	those
dogs	old	five	those
dogs	old	eight	these
dogs	old	three	those
dogs	old	four	these
dogs	old	two	these
dogs	old	five	these
dogs	old	two	these
dogs	old	two	these
dogs	old	four	these
dogs	old	two	those
dogs	old	three	those
dogs	old	nine	those
dogs	old	three	these
dogs	old	four	those
dogs	old	six	these
dogs	old	four	these
dogs	old	five	these
dogs	old	nine	those
dogs	old	five	these
dogs	old	nine	those
dogs	old	seven	those
dogs	old	three	those
dogs	old	two	those
dogs	old	two	these
dogs	old	four	these
dogs	old	seven	those
dogs	old	nine	those
dogs	old	two	those
dogs	old	five	these
dogs	old	five	these
dogs	old	three	those
dogs	old	nine	these
dogs	old	three	those
dogs	old	six	these
dogs	old	nine	these
dogs	old	seven	these
dogs	old	five	these
dogs	old	nine	these
dogs	old	six	those
dogs	old	two	those
dogs	old	two	these
dogs	old	eight	those
dogs	old	six	these
dogs	old	five	these
dogs	old	five	these
dogs	old	nine	these
dogs	old	seven	those
dogs	old	two	those
dogs	old	two	these
dogs	old	eight	those
dogs	old	five	those
dogs	old	five	those
dogs	old	eight	those
dogs	old	two	those
dogs	old	nine	these
dogs	old	nine	those
dogs	old	nine	those
dogs	old	eight	these
dogs	old	four	these
dogs	old	four	these
dogs	old	six	these
dogs	old	seven	those
dogs	old	three	those
dogs	old	eight	these
dogs	old	seven	those
dogs	old	four	those
dogs	old	six	those
dogs	old	five	those
dogs	old	five	these
dogs	old	nine	those
dogs	old	four	those
dogs	old	two	these
dogs	old	four	these
dogs	old	two	these
dogs	old	two	these
dogs	old	four	those
dogs	old	seven	those
dogs	old	two	these
dogs	old	seven	those
dogs	old	seven	those
dogs	old	six	those
dogs	old	two	these
dogs	old	four	those
dogs	old	four	these
dogs	old	eight	these
dogs	old	eight	those
dogs	old	seven	those
dogs	old	three	those
dogs	old	six	those
dogs	old	three	these
dogs	old	five	these
dogs	old	eight	those
dogs	old	five	those
dogs	old	two	those
dogs	old	two	these
dogs	old	seven	these
dogs	old	nine	these
dogs	old	five	these
dogs	old	three	these
dogs	old	two	those
dogs	old	nine	those
dogs	old	two	those
dogs	old	five	those
dogs	old	four	those
dogs	old	six	these
dogs	old	five	those
dogs	old	six	these
dogs	old	four	those
dogs	old	eight	those
dogs	old	two	those
dogs	old	six	those
dogs	old	eight	those
dogs	old	eight	those
dogs	old	four	those
dogs	old	six	these
dogs	old	six	those
dogs	old	seven	these
dogs	old	seven	those
dogs	old	three	these
dogs	old	eight	these
dogs	old	three	these
dogs	old	seven	those
dogs	old	eight	these
dogs	old	six	these
dogs	old	four	those
dogs	old	six	those
dogs	old	seven	those
dogs	old	two	those
dogs	old	six	these
dogs	old	eight	those
dogs	black	six	those
dogs	white	six	those
dogs	brown	six	these
dogs	new	six	these
dogs	grey	six	those
dogs	big	six	these
dogs	brown	six	those
dogs	brown	six	these
dogs	big	six	these
dogs	white	six	those
dogs	brown	six	those
dogs	brown	six	those
dogs	brown	six	those
dogs	grey	six	these
dogs	old	six	those
dogs	new	six	those
dogs	big	six	these
dogs	small	six	these
dogs	brown	six	those
dogs	black	six	these
dogs	black	six	those
dogs	brown	six	those
dogs	brown	six	these
dogs	white	six	these
dogs	grey	six	these
dogs	brown	six	these
dogs	big	six	those
dogs	small	six	those
dogs	old	six	these
dogs	small	six	these
dogs	white	six	these
dogs	brown	six	those
dogs	old	six	those
dogs	brown	six	those
dogs	small	six	these
dogs	old	six	these
dogs	big	six	these
dogs	small	six	those
dogs	white	six	these
dogs	black	six	these
dogs	big	six	those
dogs	black	six	these
dogs	white	six	those
dogs	big	six	these
dogs	new	six	those
dogs	old	six	those
dogs	old	six	these
dogs	black	six	those
dogs	grey	six	those
dogs	small	six	these
dogs	big	six	those
dogs	old	six	these
dogs	old	six	these
dogs	black	six	these
dogs	old	six	these
dogs	new	six	those
dogs	brown	six	these
dogs	small	six	those
dogs	grey	six	these
dogs	old	six	these
dogs	big	six	these
dogs	new	six	those
dogs	white	six	those
dogs	big	six	these
dogs	old	six	those
dogs	white	six	these
dogs	big	six	those
dogs	white	six	those
dogs	new	six	those
dogs	brown	six	those
dogs	grey	six	those
dogs	grey	six	these
dogs	big	six	those
dogs	brown	six	those
dogs	grey	six	these
dogs	brown	six	those
dogs	big	six	those
dogs	old	six	these
dogs	grey	six	those
dogs	grey	six	these
dogs	black	six	these
dogs	new	six	those
dogs	big	six	these
dogs	black	six	these
dogs	brown	six	these
dogs	brown	six	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	grey	nine	these
rabbits	new	four	those
rabbits	new	two	those
rabbits	new	nine	these
rabbits	new	three	these
rabbits	new	four	these
cats	white	eight	these
cats	white	six	those
cats	white	six	those
cats	white	six	those
cats	white	six	those
cats	white	six	those
cats	white	five	these
cats	white	five	these
cats	white	five	these
cats	white	six	those
cats	white	eight	those
cats	white	eight	those
cats	white	eight	these
cats	white	eight	those
cats	white	five	these
cats	white	two	these
cats	white	two	those
cats	white	eight	these
cats	white	two	these
cats	white	two	these
cats	white	eight	those
cats	white	two	these
cats	white	eight	those
cats	white	eight	those
cats	white	three	those
cats	white	two	those
cats	white	eight	these
cats	white	five	those
cats	white	three	those
cats	white	five	these
cats	white	five	those
cats	white	four	these
cats	white	nine	these
cats	white	five	those
cats	white	eight	these
cats	white	two	those
cats	white	six	those
cats	white	eight	those
cats	white	seven	those
cats	white	four	these
cats	white	eight	these
cats	white	eight	these
cats	white	four	those
cats	white	eight	these
cats	white	eight	these
cats	white	two	those
cats	white	four	those
cats	white	eight	those
cats	white	nine	these
cats	white	six	those
cats	white	three	these
cats	white	five	these
cats	white	seven	those
cats	white	three	those
cats	white	six	these
cats	white	nine	these
cats	white	six	these
cats	white	nine	these
cats	white	four	these
cats	white	five	those
cats	white	seven	those
cats	white	five	these
cats	white	four	these
cats	white	seven	those
cats	white	nine	those
cats	white	two	these
cats	white	nine	those
cats	white	four	those
cats	white	five	those
cats	white	nine	these
cats	white	six	these
cats	white	two	these
cats	white	three	those
cats	white	nine	those
cats	white	eight	those
cats	white	six	those
cats	white	eight	those
cats	white	five	these
cats	white	two	these
cats	white	two	those
cats	white	four	these
cats	white	three	these
cats	white	eight	these
cats	black	eight	those
cats	old	eight	those
cats	old	eight	those
cats	old	eight	these
cats	white	eight	these
cats	brown	eight	these
cats	new	eight	those
cats	small	eight	these
cats	grey	eight	these
cats	new	eight	these
cats	old	eight	these
cats	old	eight	those
cats	old	eight	these
cats	white	eight	those
cats	brown	eight	these
cats	new	eight	those
cats	small	eight	these
cats	new	eight	those
cats	big	eight	these
cats	small	eight	those
cats	new	eight	those
cats	black	eight	these
cats	grey	eight	those
cats	old	eight	these
cats	grey	eight	these
cats	old	eight	these
cats	old	eight	these
cats	big	eight	these
cats	old	eight	these
cats	old	eight	these
cats	brown	eight	these
cats	white	eight	these
cats	black	eight	these
cats	grey	eight	these
cats	old	eight	these
cats	new	eight	those
cats	grey	eight	these
cats	black	eight	these
cats	grey	eight	those
cats	white	eight	these
cats	black	eight	these
cats	old	eight	these
cats	small	eight	those
cats	new	eight	those
cats	big	eight	these
cats	big	eight	those
cats	brown	eight	those
cats	grey	eight	those
cats	new	eight	these
cats	white	eight	those
cats	big	eight	these
cats	white	eight	these
cats	big	eight	those
cats	white	eight	these
cats	brown	eight	these
cats	grey	eight	those
cats	grey	eight	those
cats	new	eight	these
cats	big	eight	these
cats	black	eight	these
cats	black	eight	those
cats	big	eight	these
cats	grey	eight	these
cats	new	eight	these
cats	new	eight	these
cats	grey	eight	these
cats	black	eight	those
cats	brown	eight	these
cats	white	eight	these
cats	old	eight	these
cats	big	eight	those
cats	white	eight	those
cats	old	eight	those
cats	new	eight	these
cats	small	eight	these
cats	big	eight	those
cats	black	eight	those
cats	brown	eight	those
cats	new	eight	those
cats	white	eight	these
cats	old	eight	those
cats	old	eight	those
cats	big	eight	those
cats	black	eight	these
cats	brown	eight	these
cats	brown	eight	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	nine	those
tables	new	nine	those
rabbits	new	eight	these
rabbits	new	eight	these
rabbits	new	eight	these
rabbits	new	eight	those
rabbits	big	eight	these
rabbits	new	eight	those
rabbits	new	eight	those
rabbits	small	eight	those
rabbits	new	eight	these
rabbits	new	eight	these
rabbits	new	eight	those
rabbits	new	eight	these
rabbits	brown	eight	those
rabbits	grey	eight	those
rabbits	old	eight	these
rabbits	old	eight	these
rabbits	white	eight	these
rabbits	old	eight	those
rabbits	grey	eight	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	nine	those
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	new	nine	these
tables	white	seven	those
tables	big	seven	those
tables	old	seven	those
tables	grey	seven	those
tables	grey	seven	those
tables	black	seven	these
cats	old	six	those
cats	old	nine	those
cats	old	nine	those
cats	old	six	these
cats	old	seven	these
cats	old	four	those
cats	old	two	these
cats	old	five	these
cats	old	two	these
cats	old	five	those
cats	old	seven	these
cats	old	four	those
cats	old	eight	those
cats	old	nine	those
cats	old	two	these
cats	old	eight	those
cats	old	eight	those
cats	old	four	those
cats	old	three	those
cats	old	six	those
cats	old	three	those
cats	old	eight	those
cats	old	four	these
cats	old	nine	those
cats	old	nine	those
cats	old	seven	these
cats	old	nine	those
cats	old	eight	these
cats	old	nine	these
cats	old	seven	these
cats	old	eight	those
cats	old	five	these
cats	old	two	these
cats	old	four	those
cats	old	eight	these
cats	old	eight	those
cats	old	four	those
cats	old	five	these
cats	old	two	these
cats	old	eight	those
cats	old	two	these
cats	old	nine	those
cats	old	seven	those
cats	old	four	these
cats	old	four	those
cats	old	four	those
cats	old	six	these
cats	old	six	these
cats	old	four	these
cats	old	three	those
cats	old	four	those
cats	old	five	those
cats	old	five	those
cats	old	four	those
cats	old	nine	these
cats	old	six	those
cats	old	nine	those
cats	old	eight	those
cats	old	seven	these
cats	old	two	these
cats	old	four	these
cats	old	six	those
cats	old	five	these
cats	old	nine	those
cats	old	two	those
cats	old	eight	these
cats	old	eight	those
cats	old	five	these
cats	old	six	those
cats	old	nine	those
cats	old	four	these
cats	old	nine	these
cats	old	eight	these
cats	old	seven	those
cats	old	two	those
cats	old	four	these
cats	old	eight	those
cats	old	six	these
cats	old	two	these
cats	old	nine	those
cats	old	five	those
cats	old	two	those
cats	old	five	those
cats	old	two	those
cats	old	five	those
cats	old	nine	those
cats	old	three	these
cats	old	five	those
cats	old	three	those
cats	old	eight	these
cats	old	five	those
cats	old	six	these
cats	old	three	those
cats	old	three	those
cats	old	three	these
cats	old	nine	those
cats	old	two	these
cats	old	six	these
cats	old	six	these
cats	old	two	those
cats	old	nine	these
cats	old	eight	these
cats	old	four	those
cats	old	three	those
cats	old	two	those
cats	old	three	these
cats	old	four	these
cats	old	five	those
cats	old	six	those
cats	old	seven	these
cats	old	nine	these
cats	old	six	these
cats	old	nine	these
cats	old	three	these
cats	old	nine	those
cats	old	four	those
cats	old	nine	these
cats	old	four	these
cats	old	eight	those
cats	old	two	those
cats	old	three	these
cats	old	four	those
cats	old	two	those
cats	old	nine	those
cats	old	nine	those
cats	old	nine	these
cats	old	nine	these
cats	old	six	those
cats	old	seven	these
cats	old	three	these
cats	old	five	those
cats	old	seven	these
cats	old	five	these
cats	old	six	these
cats	old	four	those
cats	old	two	those
cats	old	two	those
cats	old	six	those
cats	old	nine	these
cats	old	six	those
cats	old	eight	these
cats	old	eight	those
cats	old	six	these
cats	old	four	those
cats	old	six	those
cats	old	nine	these
cats	old	seven	those
cats	old	four	those
cats	old	two	those
cats	old	eight	these
cats	old	nine	these
cats	old	six	those
cats	old	three	these
cats	old	four	those
cats	old	three	those
cats	old	seven	those
cats	old	seven	these
cats	old	nine	those
cats	old	four	those
cats	old	eight	those
cats	old	two	those
cats	old	three	these
cats	old	eight	those
cats	old	six	those
cats	old	seven	those
cats	old	eight	these
cats	old	two	these
cats	big	five	these
cats	new	five	those
cats	white	five	these
cats	new	five	these
cats	white	five	these
cats	new	five	those
cats	big	five	those
cats	white	five	those
cats	brown	five	these
cats	brown	five	those
cats	small	five	those
cats	big	five	those
cats	brown	five	these
cats	black	five	those
cats	brown	five	these
cats	big	five	those
cats	small	five	these
cats	small	five	those
cats	big	five	these
cats	old	five	these
cats	old	five	these
cats	big	five	these
cats	new	five	those
cats	new	five	these
cats	white	five	these
cats	black	five	these
cats	old	five	these
cats	white	five	those
cats	small	five	those
cats	old	five	these
cats	old	five	these
cats	new	five	those
cats	small	five	those
cats	small	five	those
cats	grey	five	those
cats	new	five	those
cats	brown	five	these
cats	big	five	those
cats	grey	five	these
cats	new	five	these
cats	grey	five	these
cats	small	five	those
cats	small	five	those
cats	white	five	these
cats	small	five	these
cats	new	five	those
cats	black	five	these
cats	white	five	those
cats	big	five	these
cats	small	five	those
cats	white	five	those
cats	small	five	those
cats	small	five	these
cats	black	five	those
cats	small	five	these
cats	grey	five	these
cats	grey	five	these
cats	new	five	these
cats	new	five	those
cats	white	five	these
cats	big	five	those
cats	black	five	those
cats	old	five	those
cats	small	five	these
cats	small	five	these
cats	small	five	those
cats	brown	five	those
cats	black	five	these
cats	small	five	these
cats	old	five	those
cats	white	five	these
cats	grey	five	those
cats	big	five	those
cats	old	five	those
cats	big	five	these
cats	grey	five	those
cats	black	five	those
cats	white	five	those
cats	grey	five	those
cats	new	five	these
cats	brown	five	those
cats	brown	five	those
cats	grey	five	those
cats	small	five	those
cats	new	five	these
cats	brown	five	those
cats	new	five	these
birds	white	six	those
birds	white	six	these
birds	white	six	these
birds	white	six	those
birds	white	nine	those
birds	white	six	these
birds	white	seven	these
birds	white	seven	those
birds	white	seven	those
birds	white	seven	those
birds	white	five	those
birds	white	five	those
birds	white	seven	those
birds	white	seven	these
birds	white	eight	those
birds	white	seven	these
birds	white	six	these
birds	white	three	these
birds	white	six	these
birds	white	two	these
birds	white	six	those
birds	white	six	these
birds	white	seven	these
birds	white	seven	those
birds	white	eight	those
birds	white	seven	those
birds	white	seven	these
birds	white	five	those
birds	white	nine	those
birds	white	three	these
birds	white	three	these
birds	white	six	those
birds	white	eight	those
birds	white	nine	those
birds	white	four	these
birds	white	three	these
birds	white	three	these
birds	white	two	these
birds	white	three	these
birds	white	six	these
birds	white	nine	those
birds	white	eight	those
birds	white	six	these
birds	white	two	these
birds	white	five	these
birds	white	six	these
birds	white	seven	these
birds	white	eight	these
birds	white	six	these
birds	white	six	those
birds	white	four	those
birds	white	nine	those
birds	white	nine	those
birds	white	six	these
birds	white	five	those
birds	white	four	those
birds	white	three	those
birds	white	four	those
birds	white	two	these
birds	white	five	these
birds	white	three	those
birds	white	three	these
birds	white	four	those
birds	white	five	these
birds	white	five	these
birds	white	six	those
birds	white	two	these
birds	white	two	those
birds	white	seven	these
birds	white	eight	those
birds	white	eight	those
birds	white	two	those
birds	white	nine	those
birds	white	three	those
birds	white	three	those
birds	white	two	these
birds	white	four	these
birds	white	five	these
birds	white	six	those
birds	white	nine	those
birds	white	four	those
birds	white	seven	these
birds	white	two	those
birds	white	five	those
birds	white	eight	those
birds	white	three	these
birds	white	seven	those
birds	white	nine	those
birds	white	six	these
birds	white	five	these
birds	white	six	these
birds	white	five	these
birds	white	two	those
birds	white	eight	these
birds	white	two	these
birds	white	six	those
birds	new	six	these
birds	white	six	those
birds	brown	six	those
birds	brown	six	those
birds	white	six	these
birds	new	six	these
birds	white	six	these
birds	white	six	these
birds	big	six	these
birds	white	six	these
birds	brown	six	those
birds	small	six	those
birds	new	six	those
birds	white	six	these
birds	small	six	those
birds	brown	six	those
birds	white	six	these
birds	big	six	these
birds	small	six	those
birds	new	six	those
birds	old	six	those
birds	white	six	those
birds	brown	six	these
birds	brown	six	those
birds	white	six	those
birds	old	six	those
birds	new	six	these
birds	old	six	those
birds	black	six	those
birds	black	six	those
birds	new	six	those
birds	grey	six	those
birds	old	six	those
birds	new	six	those
birds	new	six	these
birds	big	six	these
birds	white	six	those
birds	big	six	these
birds	brown	six	these
birds	new	six	those
birds	grey	six	these
birds	new	six	those
birds	brown	six	those
birds	old	six	these
birds	black	six	these
birds	brown	six	those
birds	grey	six	these
birds	white	six	those
birds	new	six	these
birds	big	six	these
birds	white	six	those
birds	black	six	these
birds	brown	six	these
birds	old	six	those
birds	grey	six	these
birds	white	six	those
birds	black	six	these
birds	old	six	these
birds	big	six	these
birds	black	six	those
birds	small	six	those
chairs	brown	four	these
chairs	brown	two	those
chairs	brown	six	those
chairs	brown	six	these
chairs	white	five	those
chairs	new	five	those
chairs	brown	five	those
chairs	brown	five	those
chairs	new	five	these
chairs	white	five	these
chairs	old	five	those
chairs	big	five	those
chairs	black	five	these
chairs	big	five	these
chairs	black	five	these
chairs	black	five	these
rabbits	black	six	those
rabbits	black	six	those
rabbits	black	six	those
rabbits	black	six	these
rabbits	black	eight	those
rabbits	black	six	these
rabbits	black	six	these
rabbits	black	eight	those
rabbits	black	four	these
rabbits	black	eight	those
rabbits	black	four	these
rabbits	black	six	those
rabbits	black	eight	those
rabbits	black	six	those
rabbits	black	six	these
rabbits	black	four	these
rabbits	black	four	these
rabbits	black	four	these
rabbits	black	eight	those
rabbits	black	six	these
rabbits	black	six	those
rabbits	black	four	these
rabbits	black	eight	these
rabbits	black	four	those
rabbits	black	six	those
rabbits	black	two	those
rabbits	black	four	these
rabbits	black	eight	these
rabbits	black	eight	those
rabbits	black	five	these
rabbits	black	eight	those
rabbits	black	two	those
rabbits	black	five	these
rabbits	black	eight	these
rabbits	black	six	these
rabbits	black	nine	these
rabbits	black	eight	these
rabbits	black	nine	these
rabbits	black	five	these
rabbits	black	eight	those
rabbits	black	eight	those
rabbits	black	six	those
rabbits	black	two	these
rabbits	black	nine	these
rabbits	black	eight	those
rabbits	black	two	those
rabbits	black	two	these
rabbits	black	six	those
rabbits	black	eight	those
rabbits	black	five	these
rabbits	black	five	those
rabbits	black	two	these
rabbits	black	nine	these
rabbits	black	eight	these
rabbits	black	eight	these
rabbits	brown	seven	those
rabbits	new	seven	those
rabbits	new	seven	these
rabbits	black	seven	those
rabbits	brown	seven	these
rabbits	big	seven	these
rabbits	old	seven	those
rabbits	new	seven	those
rabbits	new	seven	those
rabbits	new	seven	those
rabbits	black	seven	these
rabbits	new	seven	these
rabbits	black	seven	those
rabbits	black	seven	these
rabbits	small	seven	those
rabbits	black	seven	these
rabbits	old	seven	these
rabbits	black	seven	these
rabbits	grey	seven	these
rabbits	new	seven	those
rabbits	brown	seven	those
chairs	grey	nine	these
chairs	grey	nine	these
chairs	grey	nine	these
chairs	grey	nine	these
chairs	grey	nine	these
chairs	grey	nine	these
chairs	brown	three	those
chairs	old	three	these
chairs	brown	three	those
chairs	black	three	those
chairs	black	three	these
chairs	small	three	those
chairs	old	three	those
chairs	brown	three	those
chairs	brown	three	those
chairs	brown	three	those
chairs	big	three	those
chairs	brown	three	those
rabbits	white	eight	these
rabbits	white	eight	these
rabbits	white	six	those
rabbits	white	eight	these
rabbits	white	three	these
rabbits	white	eight	these
rabbits	white	six	those
rabbits	white	eight	these
rabbits	white	six	those
rabbits	white	six	those
rabbits	white	seven	these
rabbits	white	seven	these
rabbits	white	six	those
rabbits	white	five	those
rabbits	white	five	those
rabbits	white	five	those
rabbits	white	seven	these
rabbits	white	three	these
rabbits	white	seven	these
rabbits	white	six	those
rabbits	white	eight	these
rabbits	white	two	these
rabbits	white	eight	these
rabbits	white	six	these
rabbits	white	three	these
rabbits	white	eight	those
rabbits	white	seven	those
rabbits	white	seven	those
rabbits	white	four	those
rabbits	white	two	these
rabbits	white	eight	these
rabbits	white	three	those
rabbits	white	four	those
rabbits	white	two	those
rabbits	white	seven	these
rabbits	white	seven	those
rabbits	white	seven	these
rabbits	white	nine	these
rabbits	white	seven	these
rabbits	white	six	these
rabbits	white	nine	these
rabbits	white	three	these
rabbits	white	three	those
rabbits	white	four	these
rabbits	white	three	those
rabbits	white	two	those
rabbits	white	two	these
rabbits	white	five	these
rabbits	white	six	these
rabbits	white	four	those
rabbits	white	two	those
rabbits	white	seven	those
rabbits	white	five	these
rabbits	white	five	these
rabbits	white	six	those
rabbits	white	seven	those
rabbits	white	four	these
rabbits	white	five	those
rabbits	white	nine	those
rabbits	white	three	these
rabbits	white	eight	these
rabbits	white	seven	these
rabbits	white	nine	those
rabbits	white	three	these
rabbits	white	two	those
rabbits	white	five	those
rabbits	white	five	these
rabbits	white	eight	these
rabbits	white	four	those
rabbits	white	eight	those
rabbits	white	three	those
rabbits	white	eight	these
rabbits	white	three	those
rabbits	white	six	these
rabbits	white	three	these
rabbits	white	two	those
rabbits	white	three	those
rabbits	white	four	those
rabbits	white	five	these
rabbits	white	nine	those
rabbits	white	nine	those
rabbits	white	eight	those
rabbits	white	nine	those
rabbits	white	two	these
rabbits	white	seven	those
rabbits	white	eight	those
rabbits	white	eight	those
rabbits	white	eight	these
rabbits	white	three	these
rabbits	white	seven	these
rabbits	white	eight	those
rabbits	white	five	these
rabbits	white	five	those
rabbits	white	four	those
rabbits	white	five	those
rabbits	white	nine	those
rabbits	white	two	those
rabbits	white	nine	those
rabbits	white	seven	these
rabbits	white	eight	these
rabbits	white	eight	these
rabbits	new	six	these
rabbits	black	six	those
rabbits	new	six	these
rabbits	big	six	these
rabbits	big	six	those
rabbits	white	six	those
rabbits	small	six	those
rabbits	white	six	these
rabbits	new	six	these
rabbits	old	six	those
rabbits	brown	six	those
rabbits	new	six	these
rabbits	brown	six	these
rabbits	big	six	these
rabbits	white	six	those
rabbits	brown	six	those
rabbits	brown	six	these
rabbits	brown	six	these
rabbits	small	six	those
rabbits	brown	six	those
rabbits	brown	six	these
rabbits	white	six	these
rabbits	small	six	those
rabbits	old	six	those
rabbits	small	six	those
rabbits	black	six	those
rabbits	grey	six	those
rabbits	black	six	these
rabbits	big	six	those
rabbits	old	six	those
rabbits	black	six	these
rabbits	new	six	those
rabbits	white	six	those
rabbits	brown	six	those
rabbits	brown	six	those
rabbits	new	six	these
rabbits	old	six	those
rabbits	big	six	those
rabbits	small	six	those
rabbits	new	six	these
rabbits	new	six	these
rabbits	big	six	those
rabbits	brown	six	those
rabbits	black	six	these
rabbits	black	six	those
rabbits	big	six	these
rabbits	small	six	these
rabbits	brown	six	those
rabbits	grey	six	these
rabbits	new	six	those
rabbits	grey	six	these
rabbits	new	six	these
rabbits	grey	six	these
rabbits	new	six	those
rabbits	brown	six	these
rabbits	brown	six	these
rabbits	big	six	those
rabbits	brown	six	those
rabbits	grey	six	those
rabbits	new	six	those
rabbits	small	six	those
rabbits	brown	six	those
rabbits	small	six	those
rabbits	white	six	those
rabbits	old	six	those
rabbits	brown	six	these
rabbits	black	six	those
rabbits	small	six	those
rabbits	new	six	these
rabbits	old	six	these
cars	white	two	these
cars	white	two	those
cars	white	two	these
cars	white	five	these
cars	white	seven	those
cars	white	two	those
cars	white	eight	those
cars	white	eight	those
cars	white	seven	those
cars	white	five	these
cars	white	two	those
cars	white	eight	these
cars	white	seven	those
cars	white	three	those
cars	white	seven	those
cars	white	seven	those
cars	white	two	these
cars	white	eight	these
cars	white	eight	these
cars	white	six	those
cars	white	six	those
cars	white	eight	these
cars	white	two	these
cars	white	six	those
cars	white	three	these
cars	white	two	these
cars	white	six	these
cars	white	two	these
cars	white	six	these
cars	white	five	these
cars	white	eight	these
cars	white	nine	these
cars	white	three	those
cars	white	five	these
cars	white	two	those
cars	white	five	these
cars	white	five	these
cars	white	eight	these
cars	white	nine	these
cars	white	six	those
cars	white	eight	these
cars	white	eight	these
cars	white	three	these
cars	white	three	those
cars	white	three	these
cars	white	three	those
cars	white	three	these
cars	white	two	these
cars	white	seven	those
cars	white	three	these
cars	white	six	those
cars	white	nine	these
cars	white	seven	these
cars	white	seven	those
cars	white	nine	those
cars	white	six	these
cars	white	six	these
cars	white	five	these
cars	white	four	those
cars	white	three	these
cars	white	seven	these
cars	white	nine	these
cars	white	nine	these
cars	white	seven	these
cars	white	eight	those
cars	white	eight	these
cars	white	seven	these
cars	white	seven	these
cars	white	seven	these
cars	white	three	those
cars	white	six	those
cars	white	nine	these
cars	white	four	those
cars	white	three	those
cars	white	five	these
cars	white	four	those
cars	white	two	those
cars	white	two	these
cars	white	six	these
cars	white	six	those
cars	white	eight	these
cars	white	eight	these
cars	white	two	those
cars	white	five	those
cars	white	seven	those
cars	white	four	those
cars	white	two	these
cars	white	seven	these
cars	white	nine	those
cars	white	four	those
cars	white	three	those
cars	white	four	those
cars	white	three	those
cars	white	nine	these
cars	white	three	these
cars	white	seven	those
cars	white	two	these
cars	white	four	those
cars	white	two	these
cars	white	three	those
cars	white	seven	these
cars	white	three	those
cars	white	six	these
cars	white	six	these
cars	white	nine	those
cars	white	five	these
cars	white	five	those
cars	old	five	those
cars	old	five	those
cars	old	five	these
cars	white	five	those
cars	old	five	those
cars	brown	five	these
cars	brown	five	these
cars	white	five	those
cars	white	five	these
cars	black	five	these
cars	old	five	those
cars	new	five	those
cars	black	five	these
cars	brown	five	these
cars	black	five	these
cars	white	five	these
cars	new	five	those
cars	old	five	those
cars	white	five	these
cars	brown	five	these
cars	old	five	these
cars	black	five	those
cars	black	five	these
cars	small	five	these
cars	black	five	those
cars	brown	five	those
cars	black	five	these
cars	white	five	those
cars	white	five	these
cars	old	five	these
cars	white	five	those
cars	brown	five	those
cars	grey	five	those
cars	small	five	those
cars	new	five	those
cars	black	five	those
cars	big	five	these
cars	big	five	those
cars	white	five	those
cars	black	five	those
cars	big	five	these
cars	new	five	these
cars	big	five	those
cars	grey	five	those
cars	new	five	those
cars	old	five	those
cars	big	five	these
cars	big	five	those
cars	big	five	these
cars	grey	five	those
cars	big	five	those
cars	black	five	those
cars	grey	five	those
cars	brown	five	those
cars	brown	five	these
cars	grey	five	these
cars	brown	five	these
cars	brown	five	those
cars	new	five	these
cars	small	five	these
cars	brown	five	those
cars	small	five	these
cars	grey	five	these
tables	new	nine	those
tables	new	nine	those
tables	new	nine	these
tables	new	four	these
tables	new	nine	these
